period,msn,Item,seriesDescription,value,unit
2024,TNTCBUS,TotEnergy_2EndUse,End-Use Energy Consumed by the End-Use Sectors in Trillion Btu,74964.175,Trillion Btu
1949,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,4688.482,Trillion Btu
1950,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,5075.876,Trillion Btu
1951,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,5388.193,Trillion Btu
1952,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,5477.581,Trillion Btu
1953,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,5408.096,Trillion Btu
1954,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,5659.126,Trillion Btu
1955,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,6046.176,Trillion Btu
1956,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,6329.206,Trillion Btu
1957,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,6278.929,Trillion Btu
1958,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,6703.989,Trillion Btu
1959,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,6818.344,Trillion Btu
1960,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,7338.626,Trillion Btu
1961,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,7507.703,Trillion Btu
1962,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,7874.476,Trillion Btu
1963,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,7945.857,Trillion Btu
1964,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,8039.76,Trillion Btu
1965,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,8272.86,Trillion Btu
1966,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,8582.145,Trillion Btu
1967,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,8872.422,Trillion Btu
1968,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9235.299,Trillion Btu
1969,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9699.546,Trillion Btu
1970,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9914.103,Trillion Btu
1971,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10132.579,Trillion Btu
1972,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10465.897,Trillion Btu
1973,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10202.388,Trillion Btu
1974,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9881.359,Trillion Btu
1975,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9997.031,Trillion Btu
1976,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10461.043,Trillion Btu
1977,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10395.852,Trillion Btu
1978,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10561.878,Trillion Btu
1979,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10249.131,Trillion Btu
1980,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9887.904,Trillion Btu
1981,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9510.042,Trillion Btu
1982,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9636.085,Trillion Btu
1983,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9394.506,Trillion Btu
1984,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9872.937,Trillion Btu
1985,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9857.531,Trillion Btu
1986,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9701.32,Trillion Btu
1987,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9825.42,Trillion Btu
1988,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10403.689,Trillion Btu
1989,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10660.998,Trillion Btu
1990,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,9705.195,Trillion Btu
1991,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10006.062,Trillion Btu
1992,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10142.923,Trillion Btu
1993,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10534.624,Trillion Btu
1994,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10417.549,Trillion Btu
1995,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10491.438,Trillion Btu
1996,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11157.982,Trillion Btu
1997,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10701.56,Trillion Btu
1998,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10266.707,Trillion Btu
1999,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10678.717,Trillion Btu
2000,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11224.674,Trillion Btu
2001,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10964.008,Trillion Btu
2002,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11223.89,Trillion Btu
2003,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11585.73,Trillion Btu
2004,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11394.952,Trillion Btu
2005,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11538.221,Trillion Btu
2006,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10765.211,Trillion Btu
2007,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11338.149,Trillion Btu
2008,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11597.642,Trillion Btu
2009,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11290.523,Trillion Btu
2010,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11567.642,Trillion Btu
2011,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11319.104,Trillion Btu
2012,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10361.534,Trillion Btu
2013,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11428.181,Trillion Btu
2014,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11777.516,Trillion Btu
2015,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11214.069,Trillion Btu
2016,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10783.194,Trillion Btu
2017,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,10722.402,Trillion Btu
2018,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11898.761,Trillion Btu
2019,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11890.451,Trillion Btu
2020,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11292.16,Trillion Btu
2021,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11437.341,Trillion Btu
2022,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11969.435,Trillion Btu
2023,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11232.327,Trillion Btu
2024,TNRCBUS,EnergyUse1_Residential,End-Use Energy Consumed by the Residential Sector in Trillion Btu,11209.415,Trillion Btu
1949,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2869.013,Trillion Btu
1950,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3059.238,Trillion Btu
1951,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2990.098,Trillion Btu
1952,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2946.255,Trillion Btu
1953,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2809.366,Trillion Btu
1954,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2776.988,Trillion Btu
1955,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2911.215,Trillion Btu
1956,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2987.107,Trillion Btu
1957,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2860.046,Trillion Btu
1958,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,2992.542,Trillion Btu
1959,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3137.35,Trillion Btu
1960,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3265.668,Trillion Btu
1961,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3337.136,Trillion Btu
1962,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3544.853,Trillion Btu
1963,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3608.867,Trillion Btu
1964,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3715.128,Trillion Btu
1965,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,3965.629,Trillion Btu
1966,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,4268.317,Trillion Btu
1967,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,4693.022,Trillion Btu
1968,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,4913.581,Trillion Btu
1969,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5193.201,Trillion Btu
1970,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5438.013,Trillion Btu
1971,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5611.949,Trillion Btu
1972,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5819.727,Trillion Btu
1973,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5939.637,Trillion Btu
1974,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5760.593,Trillion Btu
1975,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5657.183,Trillion Btu
1976,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6049.589,Trillion Btu
1977,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6012.194,Trillion Btu
1978,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6122.382,Trillion Btu
1979,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6220.089,Trillion Btu
1980,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6011.188,Trillion Btu
1981,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5870.377,Trillion Btu
1982,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5941.167,Trillion Btu
1983,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,5956.855,Trillion Btu
1984,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6265.363,Trillion Btu
1985,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6083.562,Trillion Btu
1986,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6131.486,Trillion Btu
1987,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6313.001,Trillion Btu
1988,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6669.135,Trillion Btu
1989,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6812.043,Trillion Btu
1990,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6752.629,Trillion Btu
1991,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6862.696,Trillion Btu
1992,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6890.181,Trillion Btu
1993,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,6988.001,Trillion Btu
1994,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7131.047,Trillion Btu
1995,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7351.517,Trillion Btu
1996,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7616.334,Trillion Btu
1997,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7797.293,Trillion Btu
1998,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7681.727,Trillion Btu
1999,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,7818.642,Trillion Btu
2000,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8232.857,Trillion Btu
2001,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8145.732,Trillion Btu
2002,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8241.352,Trillion Btu
2003,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8387.377,Trillion Btu
2004,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8429.079,Trillion Btu
2005,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8401.188,Trillion Btu
2006,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8179.88,Trillion Btu
2007,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8479.1,Trillion Btu
2008,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8654.591,Trillion Btu
2009,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8509.086,Trillion Btu
2010,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8553.125,Trillion Btu
2011,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8582.506,Trillion Btu
2012,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8230.237,Trillion Btu
2013,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8696.453,Trillion Btu
2014,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8966.401,Trillion Btu
2015,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9040.452,Trillion Btu
2016,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8935.302,Trillion Btu
2017,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8924.554,Trillion Btu
2018,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9419.119,Trillion Btu
2019,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9365.283,Trillion Btu
2020,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,8717.674,Trillion Btu
2021,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9069.875,Trillion Btu
2022,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9605.464,Trillion Btu
2023,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9405.224,Trillion Btu
2024,TNCCBUS,EnergyUse2_Commercial,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,9479.556,Trillion Btu
1949,TNICBUS,EnergyUse3_Industrial,End-Use Energy Consumed by the Industrial Sector in Trillion Btu,12979.35,Trillion Btu
1950,TNICBUS,EnergyUse3_Industrial,End-Use Energy Consumed by the Industrial Sector in Trillion Btu,14319.447,Trillion Btu
1951,TNICBUS,EnergyUse3_Industrial,End-Use Energy Consumed by the Industrial Sector in Trillion Btu,15626.384,Trillion Btu
